5,"Purchase of pets, pet supplies, accessories(4)(5)(6)",,117.332,118.148,117.856,118.122,117.206,117.617,117.826,117.942,118.921,119.197,119.569,118.424,115.184,117.332,118.148,117.856,118.122,117.206,117.617,117.826,117.942,118.921,119.197,119.569,118.424,115.184,-1.8,0.3,-1.0,-2.7,0.3,-1.0,-2.7,,0.45,S-EVER,Ð,,1.18,S-Dec. 2015,-2.4
4,Sporting goods,0.586,112.275,111.269,111.701,110.648,110.966,112.768,113.309,114.091,113.537,113.971,113.741,112.053,111.084,111.535,111.605,111.835,110.420,111.426,113.047,113.385,114.291,113.484,114.170,113.697,111.468,110.353,-1.1,-0.2,-1.5,-0.9,-0.4,-2.0,-1.0,-0.006,0.56,L-Feb. 2020,-0.4,-0.007,1.48,S-Jul. 2019,-1.1
5,Sports vehicles including bicycles(4),0.350,153.139,149.633,151.189,150.546,151.113,155.598,156.336,158.258,157.706,158.651,156.907,153.566,152.322,153.139,149.633,151.189,150.546,151.113,155.598,156.336,158.258,157.706,158.651,156.907,153.566,152.322,-0.5,-1.1,-2.1,-0.8,-1.1,-2.1,-0.8,-0.003,0.79,L-Jan. 2020,0.6,-0.004,2.36,Ð,Ð
5,Sports equipment,0.226,78.156,79.010,78.597,77.280,77.403,77.177,77.550,77.479,76.942,76.943,77.918,77.527,76.797,77.807,78.940,78.619,77.514,77.444,77.118,77.389,77.344,77.090,77.069,78.182,77.458,76.454,-1.7,1.3,-0.5,-0.9,1.4,-0.9,-1.3,-0.003,0.53,S-Jul. 2019,-1.4,-0.004,1.42,S-Jan. 2020,-2.0
4,Photographic equipment and supplies,0.027,53.168,52.821,52.949,53.984,55.038,55.911,55.704,55.778,53.144,54.299,56.947,57.384,57.483,53.108,53.257,53.751,54.234,54.507,54.900,54.477,54.407,53.817,55.085,57.758,57.759,57.419,8.1,4.9,0.8,0.2,4.9,0.0,-0.6,0.000,0.88,S-Dec. 2019,-1.1,0.002,1.95,S-Jan. 2020,2.9
5,Film and photographic supplies(4)(5)(6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Photographic equipment(5)(6),,22.223,21.994,22.062,22.541,22.756,23.160,23.393,23.370,22.051,22.498,23.734,23.875,23.931,22.183,22.178,22.399,22.640,22.588,22.777,22.794,22.722,22.316,22.896,24.080,24.054,23.888,7.7,5.5,0.6,0.2,5.2,-0.1,-0.7,,1.01,S-Dec. 2019,-1.8,,1.71,S-Jan. 2020,1.9
4,Recreational reading materials(4),0.118,252.139,254.409,253.678,255.636,258.316,254.051,261.594,262.555,259.783,263.407,264.224,263.738,261.502,252.139,254.409,253.678,255.636,258.316,254.051,261.594,262.555,259.783,263.407,264.224,263.738,261.502,3.7,0.3,-0.2,-0.8,0.3,-0.2,-0.8,-0.001,1.00,S-Dec. 2019,-1.1,0.004,1.66,S-Jan. 2020,2.8
5,Newspapers and magazines(4)(5),0.067,183.107,187.205,188.178,189.072,191.720,188.072,193.881,195.332,192.770,197.476,194.308,195.683,194.630,183.107,187.205,188.178,189.072,191.720,188.072,193.881,195.332,192.770,197.476,194.308,195.683,194.630,6.3,-1.6,0.7,-0.5,-1.6,0.7,-0.5,0.000,1.26,S-Feb. 2020,-1.6,0.004,2.30,S-Jan. 2020,6.0
5,Recreational books(4)(5),0.049,96.138,94.951,93.414,94.601,95.032,93.871,96.465,96.211,95.611,95.563,98.419,97.037,95.811,96.138,94.951,93.414,94.601,95.032,93.871,96.465,96.211,95.611,95.563,98.419,97.037,95.811,-0.3,3.0,-1.4,-1.3,3.0,-1.4,-1.3,-0.001,1.25,L-Feb. 2020,3.0,0.000,2.36,S-Jan. 2020,-1.9
4,Other recreational goods(5),0.372,35.539,35.432,35.311,34.825,34.915,34.761,34.655,34.350,33.952,34.405,34.315,33.918,33.600,35.379,35.349,35.258,34.965,35.082,34.881,34.803,34.648,34.264,34.212,33.891,33.665,33.450,-5.5,-0.3,-1.2,-0.9,-0.9,-0.7,-0.6,-0.002,0.48,L-Jan. 2020,-0.2,-0.018,1.29,L-Nov. 2019,-4.2
5,Toys,0.287,31.470,31.296,31.158,30.574,30.733,30.720,30.467,30.012,29.724,30.196,29.990,29.664,29.284,31.288,31.201,31.098,30.735,30.923,30.857,30.636,30.352,30.081,29.977,29.510,29.378,29.115,-6.9,-0.7,-1.1,-1.3,-1.6,-0.4,-0.9,-0.003,0.50,S-Feb. 2020,-1.6,-0.018,1.49,L-Nov. 2019,-6.1
6,"Toys, games, hobbies and playground equipment(5)(6)",,39.829,39.355,39.361,38.410,38.721,38.768,38.270,37.543,37.204,37.939,37.356,37.121,36.801,39.531,39.312,39.227,38.682,39.013,38.866,38.484,38.076,37.779,37.635,36.739,36.608,36.525,-7.6,-1.5,-0.6,-0.9,-2.4,-0.4,-0.2,,0.68,L-Aug. 2019,0.9,,2.03,L-Feb. 2020,-7.6
5,"Sewing machines, fabric and supplies(4)(5)",0.020,103.868,102.150,102.566,102.863,101.484,98.724,98.994,99.842,98.893,99.282,101.928,94.722,93.505,103.868,102.150,102.566,102.863,101.484,98.724,98.994,99.842,98.893,99.282,101.928,94.722,93.505,-10.0,2.7,-7.1,-1.3,2.7,-7.1,-1.3,0.000,1.24,L-Feb. 2020,2.7,-0.002,2.89,L-Feb. 2020,-2.0
5,Music instruments and accessories(4)(5),0.048,99.541,102.009,101.731,102.612,102.203,100.545,103.304,105.324,102.629,103.043,104.056,105.216,106.458,99.541,102.009,101.731,102.612,102.203,100.545,103.304,105.324,102.629,103.043,104.056,105.216,106.458,6.9,1.0,1.1,1.2,1.0,1.1,1.2,0.001,0.64,L-Nov. 2019,2.0,0.003,2.82,L-EVER,Ð
3,Education and communication commodities(11),0.520,72.445,71.937,71.232,72.164,72.707,71.874,70.638,70.496,69.390,68.641,69.179,69.475,69.709,72.370,72.040,71.229,71.841,72.532,71.663,70.692,70.480,69.684,68.834,69.229,69.504,69.612,-3.8,0.8,0.4,0.3,0.6,0.4,0.2,0.001,0.46,S-Jan. 2020,-1.2,-0.019,1.05,L-Aug. 2019,-3.4
4,Educational books and supplies,0.108,688.736,683.088,686.251,683.624,694.264,681.853,676.964,680.251,681.151,664.948,670.410,671.048,677.144,688.985,685.300,686.278,681.880,690.926,681.935,678.937,680.281,680.089,668.706,669.439,670.813,677.388,-1.7,0.8,0.1,0.9,0.1,0.2,1.0,0.001,0.76,L-Aug. 2019,1.3,-0.002,2.02,L-Nov. 2019,-1.5
5,College textbooks(4)(14)(6),,238.826,237.060,238.258,235.942,240.785,235.332,233.943,235.006,235.265,228.855,230.845,231.129,233.493,238.826,237.060,238.258,235.942,240.785,235.332,233.943,235.006,235.265,228.855,230.845,231.129,233.493,-2.2,0.9,0.1,1.0,0.9,0.1,1.0,,0.84,L-Aug. 2019,2.1,,1.97,L-Dec. 2019,-1.7
4,Information technology commodities(11),0.412,52.183,51.837,51.085,52.041,52.296,51.808,50.747,50.530,49.450,49.088,49.468,49.722,49.816,52.105,51.881,51.081,51.775,52.212,51.604,50.750,50.514,49.757,49.189,49.531,49.753,49.723,-4.5,0.8,0.5,0.2,0.7,0.4,-0.1,0.000,0.53,S-Jan. 2020,-1.1,-0.017,1.23,L-Aug. 2019,-4.3
5,"Computers, peripherals, and smart home assistants(7)",0.303,39.603,39.339,38.586,39.745,40.056,39.730,38.938,38.868,38.001,37.728,38.247,38.706,39.015,39.602,39.410,38.629,39.506,40.027,39.497,38.784,38.783,38.254,37.850,38.424,38.740,39.014,-1.5,1.4,1.2,0.8,1.5,0.8,0.7,0.002,0.68,S-Jan. 2020,-1.1,-0.004,1.59,L-Aug. 2019,-1.3
5,Computer software and accessories(4)(5),0.019,29.548,29.658,30.486,29.322,28.997,28.956,28.880,28.077,28.020,27.690,27.816,27.477,26.420,29.548,29.658,30.486,29.322,28.997,28.956,28.880,28.077,28.020,27.690,27.816,27.477,26.420,-10.6,0.5,-1.2,-3.8,0.5,-1.2,-3.8,-0.001,1.50,S-Jul. 2019,-3.8,-0.002,2.89,L-Feb. 2020,-10.6
5,"Telephone hardware, calculators, and other consumer information items(5)",0.090,16.803,16.637,16.505,16.314,16.263,15.977,15.515,15.393,15.031,14.927,14.766,14.565,14.417,16.661,16.586,16.417,16.271,16.161,16.038,15.810,15.522,15.124,14.909,14.628,14.563,14.295,-14.2,-1.1,-1.4,-1.0,-1.9,-0.4,-1.8,-0.002,0.81,S-Feb. 2020,-1.9,-0.011,1.92,S-Dec. 2019,-14.6
3,Alcoholic beverages,1.032,251.758,252.101,252.538,253.129,253.314,253.261,253.207,252.463,252.361,253.592,254.831,255.660,256.423,251.330,252.319,252.839,253.750,253.907,253.395,253.006,252.244,252.598,253.352,254.132,255.307,255.988,1.9,0.5,0.3,0.3,0.3,0.5,0.3,0.003,0.18,S-Feb. 2020,0.3,0.019,0.38,L-Aug. 2019,2.0
4,Alcoholic beverages at home,0.580,204.671,205.415,205.693,205.990,206.297,205.950,206.087,205.127,204.376,205.582,207.030,208.219,209.282,204.169,205.632,206.137,206.585,207.175,206.149,205.750,204.907,204.665,205.384,206.152,207.692,208.769,2.3,0.7,0.6,0.5,0.4,0.7,0.5,0.003,0.27,S-Feb. 2020,0.4,0.013,0.53,L-Aug. 2019,2.4
5,"Beer, ale, and other malt beverages at home",0.223,228.787,229.200,229.508,230.220,229.826,229.357,231.715,231.225,232.228,233.964,235.160,236.893,240.502,228.262,229.356,230.226,231.666,231.753,230.611,231.090,229.734,231.060,232.809,234.787,236.628,239.950,5.1,0.5,0.7,1.5,0.8,0.8,1.4,0.003,0.34,L-Feb. 1991,4.1,0.012,0.72,L-Dec. 2008,5.3
5,Distilled spirits at home,0.093,194.911,194.627,195.730,196.565,196.647,195.055,192.525,191.565,191.793,193.892,194.358,194.605,195.435,194.733,194.584,196.062,196.417,196.046,194.866,192.502,192.166,193.254,193.972,193.933,193.795,195.257,0.3,0.2,0.1,0.4,0.0,-0.1,0.8,0.001,0.44,L-Jun. 2019,0.8,0.000,1.03,L-Sep. 2019,1.2
6,Whiskey at home(4)(6),,206.046,204.719,205.945,210.151,210.739,208.256,204.425,204.246,204.407,207.422,209.403,207.491,206.391,206.046,204.719,205.945,210.151,210.739,208.256,204.425,204.246,204.407,207.422,209.403,207.491,206.391,0.2,1.0,-0.9,-0.5,1.0,-0.9,-0.5,,0.90,L-Feb. 2020,1.0,,1.17,L-Dec. 2019,0.9
6,"Distilled spirits, excluding whiskey, at home(4)(6)",,190.380,189.883,190.246,190.607,190.740,189.470,187.640,187.302,187.821,189.638,189.536,190.477,192.102,190.380,189.883,190.246,190.607,190.740,189.470,187.640,187.302,187.821,189.638,189.536,190.477,192.102,0.9,-0.1,0.5,0.9,-0.1,0.5,0.9,,0.62,L-Jan. 2020,1.0,,1.46,L-Aug. 2019,1.7
5,Wine at home,0.263,171.164,172.397,172.396,172.189,173.089,173.217,172.336,171.085,168.734,169.201,170.954,171.972,171.425,171.173,172.669,172.675,172.469,173.019,172.638,171.825,171.372,169.734,169.606,169.937,171.507,171.433,0.2,1.0,0.6,-0.3,0.2,0.9,0.0,0.000,0.47,S-Jan. 2020,-0.1,0.001,0.98,Ð,Ð
4,Alcoholic beverages away from home(4),0.452,354.578,353.734,354.570,355.923,355.739,356.532,355.939,355.902,357.664,358.947,359.716,359.743,359.839,354.578,353.734,354.570,355.923,355.739,356.532,355.939,355.902,357.664,358.947,359.716,359.743,359.839,1.5,0.2,0.0,0.0,0.2,0.0,0.0,0.000,0.22,Ð,Ð,0.006,0.43,S-Jan. 2020,1.3
5,"Beer, ale, and other malt beverages away from home(4)(5)(6)",,175.706,174.547,174.813,175.167,174.123,174.701,174.274,174.305,175.329,176.212,176.336,176.064,175.799,175.706,174.547,174.813,175.167,174.123,174.701,174.274,174.305,175.329,176.212,176.336,176.064,175.799,0.1,0.1,-0.2,-0.2,0.1,-0.2,-0.2,,0.25,Ð,Ð,,0.82,L-Feb. 2020,0.7
5,Wine away from home(4)(5)(6),,190.417,190.717,191.220,192.218,192.211,192.533,192.476,192.161,192.856,193.173,193.376,193.479,194.611,190.417,190.717,191.220,192.218,192.211,192.533,192.476,192.161,192.856,193.173,193.376,193.479,194.611,2.2,0.1,0.1,0.6,0.1,0.1,0.6,,0.17,L-Aug. 2018,0.8,,1.00,L-Jul. 2019,2.4
5,Distilled spirits away from home(4)(5)(6),,190.253,190.488,190.623,191.416,192.133,192.772,192.569,192.692,192.885,193.331,194.496,195.015,,190.253,190.488,190.623,191.416,192.133,192.772,192.569,192.692,192.885,193.331,194.496,195.015,,,0.6,0.3,,0.6,0.3,,,,,,,,,
3,Other goods(11),1.493,113.805,114.093,113.680,114.358,114.870,114.805,115.657,116.027,115.125,115.910,116.511,116.967,116.997,113.625,113.939,113.748,114.302,115.019,115.012,115.517,115.804,115.325,115.950,116.630,116.941,116.814,2.8,0.5,0.4,0.0,0.6,0.3,-0.1,-0.002,0.21,S-Dec. 2019,-0.4,0.042,0.45,S-Dec. 2019,2.8
4,Tobacco and smoking products,0.595,1105.201,1108.299,1109.099,1120.066,1124.082,1128.109,1134.550,1142.857,1141.600,1144.642,1148.752,1162.660,1159.847,1103.503,1108.156,1111.851,1119.922,1125.530,1130.366,1132.586,1137.589,1141.296,1144.276,1151.585,1162.951,1158.064,4.9,0.4,1.2,-0.2,0.6,1.0,-0.4,-0.003,0.13,S-Mar. 2018,-0.4,0.031,0.32,S-Oct. 2019,4.9
5,Cigarettes(5),0.517,452.677,453.809,454.043,458.871,460.270,462.169,465.075,468.795,468.309,469.963,471.704,477.891,476.534,451.801,453.770,454.893,458.653,461.119,463.561,464.306,466.380,467.944,469.953,473.081,477.972,475.611,5.3,0.4,1.3,-0.3,0.7,1.0,-0.5,-0.003,0.13,S-Mar. 2018,-0.6,0.029,0.33,S-Oct. 2019,5.1
5,Tobacco products other than cigarettes(4)(5),0.059,278.424,280.002,280.684,281.520,284.137,283.590,283.637,283.894,283.361,282.000,282.809,283.696,283.993,278.424,280.002,280.684,281.520,284.137,283.590,283.637,283.894,283.361,282.000,282.809,283.696,283.993,2.0,0.3,0.3,0.1,0.3,0.3,0.1,0.000,0.39,S-Jan. 2020,-0.5,0.001,1.18,L-Dec. 2019,2.8
4,Personal care products(4),0.694,160.868,160.588,160.148,161.071,161.094,160.662,161.103,161.193,159.352,159.470,161.196,161.018,160.797,160.868,160.588,160.148,161.071,161.094,160.662,161.103,161.193,159.352,159.470,161.196,161.018,160.797,0.0,1.1,-0.1,-0.1,1.1,-0.1,-0.1,-0.001,0.28,Ð,Ð,0.000,0.58,S-Jan. 2020,-1.2
5,"Hair, dental, shaving, and miscellaneous personal care products(4)(5)",0.371,102.999,103.208,102.701,103.308,102.898,102.563,103.371,103.776,103.168,102.979,104.203,103.852,103.935,102.999,103.208,102.701,103.308,102.898,102.563,103.371,103.776,103.168,102.979,104.203,103.852,103.935,0.9,1.2,-0.3,0.1,1.2,-0.3,0.1,0.000,0.37,L-Feb. 2020,1.2,0.003,0.77,S-Jan. 2020,0.0
5,"Cosmetics, perfume, bath, nail preparations and implements(4)",0.314,183.312,182.107,182.115,183.130,184.129,183.760,183.061,182.375,178.974,179.656,181.381,181.669,180.950,183.312,182.107,182.115,183.130,184.129,183.760,183.061,182.375,178.974,179.656,181.381,181.669,180.950,-1.3,1.0,0.2,-0.4,1.0,0.2,-0.4,-0.001,0.44,S-Dec. 2019,-1.9,-0.004,1.01,S-Jan. 2020,-2.7
4,Miscellaneous personal goods(5),0.205,74.017,75.182,73.658,73.206,74.804,74.276,76.376,76.258,74.909,77.901,77.197,77.002,78.044,73.508,74.458,73.397,72.963,75.221,74.799,76.115,76.301,75.951,78.161,77.225,76.822,77.508,5.4,-0.9,-0.3,1.4,-1.2,-0.5,0.9,0.002,1.05,L-Jan. 2020,2.9,0.011,2.55,L-Jan. 2020,9.4
5,"Stationery, stationery supplies, gift wrap(6)",,149.663,149.194,150.073,148.186,149.468,151.621,156.191,156.694,158.915,158.511,158.428,157.643,161.343,148.870,148.026,149.315,149.757,152.210,153.627,156.255,155.474,157.977,158.220,157.885,156.979,160.488,7.8,-0.1,-0.5,2.3,-0.2,-0.6,2.2,,1.05,L-Oct. 1993,3.0,,2.41,L-Dec. 2019,8.8
5,Infants' equipment(4)(8)(6),,70.785,71.530,71.713,71.385,71.743,70.294,72.158,68.185,67.777,78.673,76.463,78.282,78.813,70.785,71.530,71.713,71.385,71.743,70.294,72.158,68.185,67.777,78.673,76.463,78.282,78.813,11.3,-2.8,2.4,0.7,-2.8,2.4,0.7,,1.19,S-Feb. 2020,-2.8,,2.24,S-Feb. 2020,8.2
2,Services less energy services,59.582,335.468,336.204,337.197,337.867,338.619,339.377,340.302,341.032,341.347,342.694,344.006,343.990,342.776,335.279,335.874,336.835,337.760,338.617,339.435,340.340,341.247,341.919,343.097,343.946,343.834,342.602,2.2,0.4,0.0,-0.4,0.2,0.0,-0.4,-0.214,0.04,S-Dec. 1982,-1.0,1.293,0.11,S-Feb. 2014,2.2
3,Shelter,33.303,316.263,317.188,318.300,319.136,319.679,320.569,320.762,321.267,321.766,323.053,324.254,324.615,324.522,316.186,316.988,317.963,318.806,319.406,320.381,320.817,321.622,322.262,323.414,324.439,324.570,324.471,2.6,0.4,0.1,0.0,0.3,0.0,0.0,-0.010,0.05,Ð,Ð,0.863,0.15,S-Feb. 2014,2.6
4,Rent of shelter(15),32.936,329.726,330.698,331.856,332.736,333.319,334.257,334.457,334.992,335.522,336.889,338.144,338.549,338.441,329.694,330.599,331.590,332.498,333.083,334.164,334.372,335.298,335.958,337.152,338.219,338.532,338.407,2.6,0.4,0.1,0.0,0.3,0.1,0.0,-0.012,0.06,S-Aug. 2010,0.0,0.864,0.15,S-Feb. 2014,2.6
5,Rent of primary residence,7.820,328.678,329.333,330.648,331.605,332.638,333.834,334.680,335.819,336.789,337.825,338.616,339.519,340.135,328.817,329.697,330.930,331.883,332.735,333.865,334.549,335.419,336.333,337.535,338.592,339.611,340.278,3.5,0.2,0.3,0.2,0.3,0.3,0.2,0.015,0.04,S-Oct. 2019,0.2,0.273,0.14,S-Feb. 2019,3.5
5,Lodging away from home(5),0.982,171.822,176.575,177.637,178.155,171.827,170.792,160.340,152.399,147.590,153.531,162.574,157.565,147.847,167.495,167.182,166.963,167.666,165.631,168.075,164.258,165.173,162.915,163.208,166.516,155.208,144.200,-14.0,5.9,-3.1,-6.2,2.0,-6.8,-7.1,-0.069,1.55,S-EVER,Ð,-0.141,2.54,S-EVER,Ð
6,"Housing at school, excluding board(15)",0.117,557.596,557.918,558.215,559.100,563.844,568.110,568.913,568.894,570.430,570.703,570.643,570.643,570.643,559.726,560.903,561.954,562.887,563.614,564.649,565.484,566.227,568.110,569.382,570.432,571.604,572.820,2.3,0.0,0.0,0.0,0.2,0.2,0.2,0.000,0.04,Ð,Ð,0.003,0.25,Ð,Ð
6,Other lodging away from home including hotels and motels,0.865,353.615,364.595,367.028,368.157,353.131,350.397,326.134,307.752,296.495,310.149,330.966,319.437,297.071,343.429,342.610,342.020,343.573,338.804,344.380,335.477,337.538,332.160,332.521,340.056,313.940,288.513,-16.0,6.7,-3.5,-7.0,2.3,-7.7,-8.1,-0.069,1.76,S-EVER,Ð,-0.144,2.87,S-EVER,Ð
5,Owners' equivalent rent of residences(15),24.134,323.426,324.143,325.189,326.023,326.977,327.933,328.762,329.745,330.527,331.522,332.177,332.864,333.358,323.618,324.490,325.472,326.301,327.052,327.873,328.570,329.359,330.158,331.293,332.107,332.974,333.555,3.1,0.2,0.2,0.1,0.2,0.3,0.2,0.042,0.04,S-Feb. 2020,0.2,0.732,0.15,S-Feb. 2018,3.1
6,Owners' equivalent rent of primary residence(15),22.923,323.456,324.175,325.227,326.064,327.015,327.975,328.805,329.785,330.569,331.565,332.220,332.904,333.392,323.645,324.525,325.510,326.340,327.090,327.914,328.613,329.402,330.201,331.333,332.154,333.014,333.586,3.1,0.2,0.2,0.1,0.2,0.3,0.2,0.039,0.04,S-Feb. 2020,0.2,0.693,0.15,S-Nov. 2017,3.1
5,Tenants' and household insurance(4)(5),0.367,151.423,151.569,152.159,152.186,151.777,151.787,151.906,151.842,151.654,151.251,151.731,150.753,151.161,151.423,151.569,152.159,152.186,151.777,151.787,151.906,151.842,151.654,151.251,151.731,150.753,151.161,-0.2,0.3,-0.6,0.3,0.3,-0.6,0.3,0.001,0.07,L-Feb. 2020,0.3,-0.001,0.42,L-Feb. 2020,0.0
4,Water and sewer and trash collection services(5),1.091,243.490,243.774,244.322,244.943,245.549,245.903,246.741,247.364,247.567,248.846,249.751,250.359,250.673,243.201,243.763,244.387,244.999,245.542,246.139,247.020,247.448,247.995,248.580,249.386,250.181,250.384,3.0,0.4,0.2,0.1,0.3,0.3,0.1,0.001,0.08,S-Feb. 2019,0.1,0.032,0.33,S-Jan. 2020,3.0
5,Water and sewerage maintenance,0.799,565.470,565.803,567.442,568.911,570.069,571.018,572.912,574.691,575.232,577.441,578.838,580.394,581.757,564.580,565.769,567.641,569.081,570.046,571.744,573.769,574.950,576.548,576.599,577.683,579.832,580.840,2.9,0.2,0.3,0.2,0.2,0.4,0.2,0.001,0.09,S-Feb. 2020,0.2,0.023,0.40,S-Jan. 2020,2.9
5,Garbage and trash collection(4)(13),0.292,479.449,480.865,480.984,482.138,483.987,484.346,486.133,486.485,486.708,491.003,494.429,495.288,494.432,479.449,480.865,480.984,482.138,483.987,484.346,486.133,486.485,486.708,491.003,494.429,495.288,494.432,3.1,0.7,0.2,-0.2,0.7,0.2,-0.2,-0.001,0.15,S-Jan. 2019,-2.1,0.009,0.66,S-Dec. 2019,0.2
4,Household operations(4)(5),0.879,191.815,190.641,195.896,197.078,196.889,196.414,197.005,197.336,197.513,197.771,199.139,199.308,199.331,191.815,190.641,195.896,197.078,196.889,196.414,197.005,197.336,197.513,197.771,199.139,199.308,199.331,3.9,0.7,0.1,0.0,0.7,0.1,0.0,0.000,0.21,S-Sep. 2019,-0.2,0.034,0.71,S-Jan. 2020,3.2
5,Domestic services(4)(5),0.290,170.575,166.852,167.024,169.409,168.786,167.779,170.404,172.001,172.015,172.336,172.336,172.336,173.064,170.575,166.852,167.024,169.409,168.786,167.779,170.404,172.001,172.015,172.336,172.336,172.336,173.064,1.5,0.0,0.0,0.4,0.0,0.0,0.4,0.001,0.29,L-Nov. 2019,0.9,0.004,0.87,L-Dec. 2019,1.5
5,Gardening and lawncare services(4)(5),0.306,196.376,196.750,208.666,208.755,,210.942,210.975,211.474,,210.903,214.442,,214.153,196.376,196.750,208.666,208.755,,210.942,210.975,211.474,,210.903,214.442,,214.153,9.1,1.7,,,1.7,,,-0.001,0.06,Ð,Ð,0.026,1.38,L-Nov. 2008,11.1
5,"Moving, storage, freight expense(4)(5)",0.088,171.256,173.164,175.642,179.379,180.615,178.118,173.947,169.806,170.734,172.927,174.519,173.819,173.604,171.256,173.164,175.642,179.379,180.615,178.118,173.947,169.806,170.734,172.927,174.519,173.819,173.604,1.4,0.9,-0.4,-0.1,0.9,-0.4,-0.1,0.000,0.60,L-Feb. 2020,0.9,0.001,2.20,S-Jan. 2020,1.2
5,Repair of household items(4)(5),0.116,272.979,272.648,278.908,,274.062,,269.956,270.743,270.420,271.638,270.914,271.169,271.813,272.979,272.648,278.908,,274.062,,269.956,270.743,270.420,271.638,270.914,271.169,271.813,-0.4,-0.3,0.1,0.2,-0.3,0.1,0.2,0.000,0.22,L-Jan. 2020,0.5,0.000,0.90,S-EVER,Ð
4,Medical care services,7.273,529.371,531.566,532.956,535.515,539.066,540.813,545.652,547.735,549.077,552.721,555.597,557.889,559.994,528.675,531.328,533.341,536.186,539.869,541.769,546.172,548.377,550.130,552.015,553.538,556.398,559.256,5.8,0.5,0.4,0.4,0.3,0.5,0.5,0.037,0.17,Ð,Ð,0.402,0.53,L-Dec. 2007,5.9
5,Professional services,3.646,380.966,381.651,382.699,383.037,383.162,384.005,384.244,384.543,384.667,384.681,385.779,386.691,387.309,380.134,381.115,382.260,382.847,383.325,384.149,384.687,385.354,385.686,384.908,385.205,386.478,386.463,1.7,0.3,0.2,0.2,0.1,0.3,0.0,0.000,0.13,S-Jan. 2020,-0.2,0.056,0.83,L-Nov. 2019,1.7
6,Physicians' services,1.809,382.150,382.436,382.702,383.047,382.858,384.454,384.901,385.010,385.092,384.715,386.202,386.483,386.862,381.593,381.935,382.568,383.322,383.335,384.350,385.035,385.596,385.943,384.492,385.300,386.622,386.298,1.2,0.4,0.1,0.1,0.2,0.3,-0.1,-0.002,0.17,S-Jan. 2020,-0.4,0.022,1.55,S-Feb. 2020,0.8
6,Dental services,0.997,492.415,493.596,498.135,498.939,499.126,499.255,499.402,500.131,500.275,500.970,502.668,506.285,507.924,490.219,491.870,496.738,497.873,499.412,500.576,501.347,502.548,503.489,502.125,501.514,503.691,505.659,3.1,0.3,0.7,0.3,-0.1,0.4,0.4,0.004,0.10,Ð,Ð,0.028,0.76,L-Nov. 2019,3.1
6,Eyeglasses and eye care(4)(9),0.367,190.689,191.654,191.768,191.899,192.015,190.799,191.643,192.157,192.205,192.022,191.943,192.006,192.051,190.689,191.654,191.768,191.899,192.015,190.799,191.643,192.157,192.205,192.022,191.943,192.006,192.051,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.24,Ð,Ð,0.002,0.64,L-Jan. 2020,0.8
6,Services by other medical professionals(4)(9),0.473,238.339,238.942,239.093,238.987,239.806,240.832,239.906,239.923,240.138,240.585,240.689,240.707,241.085,238.339,238.942,239.093,238.987,239.806,240.832,239.906,239.923,240.138,240.585,240.689,240.707,241.085,1.2,0.0,0.0,0.2,0.0,0.0,0.2,0.001,0.14,L-Jan. 2020,0.2,0.005,0.47,L-Jan. 2020,1.4
5,Hospital and related services,2.411,876.495,878.419,876.501,880.055,887.607,887.196,898.649,900.610,900.011,910.413,914.380,916.649,919.940,874.498,878.188,877.470,881.215,889.468,890.381,898.584,901.593,903.267,909.512,909.343,912.915,917.847,5.0,0.4,0.2,0.4,0.0,0.4,0.5,0.013,0.21,L-Jan. 2020,0.7,0.122,0.52,L-Jan. 2018,5.6
6,Hospital services(16),2.217,335.198,335.966,335.078,336.604,339.781,339.512,344.363,345.227,344.933,349.152,350.635,351.350,352.676,334.132,335.627,335.502,337.231,340.867,340.751,344.443,345.608,346.277,348.876,348.447,349.824,351.554,5.2,0.4,0.2,0.4,-0.1,0.4,0.5,0.011,0.24,L-Jan. 2020,0.8,0.116,0.58,L-Mar. 2018,5.2
7,Inpatient hospital services(16)(6),,326.736,327.993,327.548,328.901,330.923,330.796,335.305,336.401,336.525,340.435,340.068,340.909,342.044,326.096,327.823,327.619,329.223,331.549,331.945,335.610,337.055,338.110,339.976,337.741,339.635,341.375,4.7,-0.1,0.2,0.3,-0.7,0.6,0.5,,0.32,S-Feb. 2020,-0.7,,0.84,L-Jan. 2018,5.2
7,Outpatient hospital services(9)(6),,740.741,740.861,738.858,743.442,751.694,750.251,757.469,757.640,757.749,768.845,771.055,772.073,771.403,738.795,740.815,739.814,744.551,753.709,752.786,757.143,758.725,759.911,767.594,767.372,769.127,769.380,4.1,0.3,0.1,-0.1,0.0,0.2,0.0,,0.25,S-Feb. 2020,0.0,,1.14,L-Jul. 2018,4.3
6,Nursing homes and adult day services(16),0.124,234.499,234.977,235.366,235.155,235.592,236.491,236.695,236.866,237.008,238.502,239.615,240.157,240.858,234.103,234.411,235.168,235.444,235.501,236.662,237.181,237.651,238.313,238.374,238.761,239.370,240.452,2.7,0.5,0.2,0.3,0.2,0.3,0.5,0.001,0.13,L-Sep. 2019,0.5,0.004,0.51,L-Dec. 2019,2.8
